px_est	py_est	v_est	yaw_ang_est	yaw_rate_est	sensor_type	NIS	px_meas	py_meas	px_gt	py_gt	vx_gt	vy_gt	yaw_ang_gt	yaw_rate_gt	NIS_laser	NIS_radar
-14.6395	-9.14564	4.89122	3.42121	-0.396386	radar	0.311363	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	3.41841	-0.456828	0.810494	0.311363
-14.9283	-9.14119	4.94153	3.35773	-0.451292	lidar	1.83306	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	3.39557	-0.46064	1.83306	0.311363
-15.1885	-9.21364	4.98071	3.34284	-0.440329	radar	4.55211	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	3.37254	-0.46438	1.83306	4.55211
-15.4518	-9.33583	5.02979	3.35331	-0.398335	lidar	5.42836	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	3.34932	-0.468047	5.42836	4.55211
-15.6934	-9.36388	4.95058	3.31654	-0.428962	radar	2.10777	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	3.32592	-0.47164	5.42836	2.10777
-15.9492	-9.45264	4.97883	3.31635	-0.401634	lidar	2.16408	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	3.30234	-0.475158	2.16408	2.10777
-16.2001	-9.46063	4.94509	3.27559	-0.433316	radar	2.23965	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	3.27858	-0.478601	2.16408	2.23965
-16.4513	-9.45398	4.94875	3.23539	-0.456705	lidar	0.476065	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	3.25465	-0.481969	0.476065	2.23965
-16.667	-9.45429	4.87449	3.20331	-0.473981	radar	5.06888	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	3.23055	-0.48526	0.476065	5.06888
-16.9519	-9.43769	4.93574	3.16081	-0.496781	lidar	1.46845	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	3.20629	-0.488475	1.46845	5.06888
-17.2039	-9.49996	4.97872	3.17031	-0.445838	radar	7.97213	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	3.18186	-0.491613	1.46845	7.97213
-17.4641	-9.51936	4.9962	3.15412	-0.43799	lidar	0.506013	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	3.15728	-0.494673	0.506013	7.97213
-17.7216	-9.50806	4.98165	3.12149	-0.457419	radar	1.67615	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	3.13255	-0.497655	0.506013	1.67615
-17.9765	-9.47497	4.99405	3.08616	-0.472823	lidar	0.177509	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	3.10767	-0.500558	0.177509	1.67615
-18.2198	-9.43678	4.9588	3.04712	-0.499908	radar	0.63794	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	3.08264	-0.503383	0.177509	0.63794
-18.4164	-9.48868	4.8679	3.06224	-0.45122	lidar	2.25836	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	3.05747	-0.506127	2.25836	0.63794
-18.6521	-9.47831	4.88521	3.05103	-0.429605	radar	1.72569	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	3.03216	-0.508793	2.25836	1.72569
-18.9011	-9.46918	4.89102	3.03676	-0.420597	lidar	0.269368	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	3.00672	-0.511377	0.269368	1.72569
-19.1307	-9.43245	4.89396	3.01599	-0.414933	radar	3.92983	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	2.98115	-0.513881	0.269368	3.92983
-19.38	-9.30701	4.93374	2.95141	-0.468842	lidar	3.05211	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.95546	-0.516304	3.05211	3.92983
-19.6129	-9.23031	4.90088	2.90823	-0.503226	radar	1.09429	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	2.92964	-0.518645	3.05211	1.09429
-19.8674	-9.10246	4.95474	2.85112	-0.541906	lidar	1.27399	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.90371	-0.520904	1.27399	1.09429
-20.1065	-8.99864	4.97868	2.81175	-0.554595	radar	4.90774	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	2.87767	-0.523081	1.27399	4.90774
-20.2696	-9.14349	4.75195	2.88682	-0.43307	lidar	14.6036	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	2.85151	-0.525176	14.6036	4.90774
-20.5079	-9.10462	4.76934	2.88005	-0.409564	radar	1.56186	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	2.82525	-0.527187	14.6036	1.56186
-20.731	-9.00481	4.78013	2.84297	-0.429641	lidar	0.744635	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	2.79889	-0.529115	0.744635	1.56186
-20.9733	-8.92435	4.79791	2.81637	-0.439132	radar	2.50481	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.77244	-0.53096	0.744635	2.50481
-21.1684	-8.85667	4.74492	2.79793	-0.435272	lidar	1.18774	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	2.74589	-0.532721	1.18774	2.50481
-21.4013	-8.77012	4.74964	2.77117	-0.446839	radar	1.95184	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	2.71925	-0.534397	1.18774	1.95184
-21.5915	-8.74855	4.66061	2.77695	-0.413497	lidar	1.51029	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.69253	-0.53599	1.51029	1.95184
-21.7807	-8.60855	4.59734	2.71253	-0.491042	radar	6.40928	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	2.66574	-0.537498	1.51029	6.40928
-21.9837	-8.53005	4.57649	2.69649	-0.480921	lidar	0.11168	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	2.63886	-0.53892	0.11168	6.40928
-22.1933	-8.42537	4.60997	2.67896	-0.461771	radar	2.07391	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.61191	-0.540258	0.11168	2.07391
-22.4272	-8.32207	4.64992	2.66	-0.456528	lidar	1.33868	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	2.5849	-0.54151	1.33868	2.07391
-22.617	-8.2089	4.61816	2.62935	-0.47284	radar	0.837558	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	2.55783	-0.542677	1.33868	0.837558
-22.8622	-7.95326	4.80336	2.55045	-0.536799	lidar	6.18742	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	2.53069	-0.543759	6.18742	0.837558
-23.0527	-7.80255	4.77201	2.50052	-0.587662	radar	3.3913	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	2.5035	-0.544754	6.18742	3.3913
-23.2833	-7.61973	4.86455	2.46215	-0.596845	lidar	2.26089	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.47627	-0.545663	2.26089	3.3913
-23.4846	-7.48039	4.89528	2.45656	-0.545777	radar	1.86252	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	2.44898	-0.546486	2.26089	1.86252
-23.6492	-7.339	4.849	2.43148	-0.544056	lidar	0.667227	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	2.42166	-0.547223	0.667227	1.86252
-23.8415	-7.1773	4.87442	2.41112	-0.527859	radar	0.92479	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	2.3943	-0.547873	0.667227	0.92479
-23.9997	-7.09149	4.75756	2.40988	-0.501125	lidar	2.11048	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.3669	-0.548437	2.11048	0.92479
-24.1676	-6.90844	4.76528	2.37043	-0.525224	radar	1.95721	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.33948	-0.548915	2.11048	1.95721
-24.3319	-6.64876	4.87059	2.31067	-0.56208	lidar	3.15502	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.31204	-0.549305	3.15502	1.95721
-24.4993	-6.47151	4.85993	2.27755	-0.580741	radar	3.47553	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	2.28457	-0.549609	3.15502	3.47553
-24.5937	-6.33998	4.72018	2.25293	-0.578001	lidar	5.26887	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	2.25709	-0.549826	5.26887	3.47553
-24.7346	-6.15193	4.71947	2.22269	-0.578253	radar	0.299473	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	2.2296	-0.549957	5.26887	0.299473
-24.919	-5.94319	4.79299	2.19895	-0.571134	lidar	2.78237	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.2021	-0.55	2.78237	0.299473
-25.0504	-5.73769	4.80335	2.16879	-0.567847	radar	1.846	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.1746	-0.549957	2.78237	1.846
-25.1822	-5.56901	4.75861	2.14961	-0.558203	lidar	0.359176	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	2.1471	-0.549826	0.359176	1.846
-25.3363	-5.38341	4.77596	2.14556	-0.511544	radar	1.32762	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	2.11961	-0.549609	0.359176	1.32762
-25.4819	-5.15588	4.83096	2.11822	-0.512669	lidar	0.616556	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	2.09213	-0.549305	0.616556	1.32762
-25.6132	-4.98029	4.80535	2.11742	-0.462519	radar	6.27808	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	2.06467	-0.548915	0.616556	6.27808
-25.727	-4.81197	4.74057	2.10173	-0.455006	lidar	0.550657	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	2.03722	-0.548437	0.550657	6.27808
-25.8477	-4.60596	4.74799	2.08338	-0.44415	radar	0.176642	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	2.0098	-0.547873	0.550657	0.176642
-25.9619	-4.35891	4.80757	2.0516	-0.454362	lidar	0.543402	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	1.98241	-0.547223	0.543402	0.176642
-26.0702	-4.137	4.79761	2.00387	-0.520975	radar	11.2415	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	1.95504	-0.546486	0.543402	11.2415
-26.1631	-3.84701	4.90457	1.95985	-0.540178	lidar	1.90987	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.92772	-0.545663	1.90987	11.2415
-26.2367	-3.60757	4.89964	1.90536	-0.604156	radar	3.45573	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	1.90044	-0.544754	1.90987	3.45573
-26.2645	-3.34027	4.92126	1.85224	-0.629299	lidar	4.28084	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	1.8732	-0.543759	4.28084	3.45573
-26.3144	-3.09438	4.92452	1.80595	-0.659939	radar	0.381295	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	1.84601	-0.542677	4.28084	0.381295
-26.3368	-2.86275	4.89182	1.76413	-0.670343	lidar	1.41718	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.81888	-0.54151	1.41718	0.381295
-26.3955	-2.63752	4.8743	1.74416	-0.645954	radar	1.52106	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.7918	-0.540258	1.41718	1.52106
-26.4697	-2.4938	4.72942	1.73746	-0.621823	lidar	5.8985	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	1.76479	-0.53892	5.8985	1.52106
-26.5257	-2.2594	4.74012	1.72312	-0.586448	radar	1.09094	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	1.73784	-0.537498	5.8985	1.09094
-26.575	-2.06686	4.67535	1.70443	-0.576408	lidar	1.16732	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.71097	-0.53599	1.16732	1.09094
-26.6064	-1.8316	4.68195	1.68679	-0.546298	radar	2.02716	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.68417	-0.534397	1.16732	2.02716
-26.6046	-1.58041	4.70467	1.64852	-0.55788	lidar	1.14029	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.65745	-0.532721	1.14029	2.02716
-26.6013	-1.35279	4.68865	1.60511	-0.591516	radar	1.63968	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.63081	-0.53096	1.14029	1.63968
-26.6048	-1.12554	4.67617	1.57563	-0.591666	lidar	0.019898	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	1.60426	-0.529115	0.019898	1.63968
-26.6344	-0.90313	4.66237	1.56181	-0.569059	radar	5.16014	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	1.57781	-0.527187	0.019898	5.16014
-26.6461	-0.648533	4.70388	1.53878	-0.562231	lidar	0.599826	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	1.55145	-0.525176	0.599826	5.16014
-26.6332	-0.406821	4.72106	1.49928	-0.592418	radar	2.26224	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	1.52519	-0.523081	0.599826	2.26224
-26.588	-0.105262	4.8357	1.45892	-0.601907	lidar	2.63608	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	1.49904	-0.520904	2.63608	2.26224
-26.5687	0.134855	4.83985	1.42969	-0.606844	radar	2.75325	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	1.47299	-0.518645	2.63608	2.75325
-26.5451	0.432159	4.94322	1.40499	-0.598431	lidar	1.58842	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.44706	-0.516304	1.58842	2.75325
-26.5335	0.671401	4.92641	1.39859	-0.553151	radar	1.81319	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.42124	-0.513881	1.58842	1.81319
-26.5263	0.955471	4.99852	1.38633	-0.534944	lidar	2.868	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	1.39555	-0.511377	2.868	1.81319
-26.4885	1.21895	5.01708	1.38195	-0.478956	radar	6.92615	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	1.36998	-0.508793	2.868	6.92615
-26.4323	1.45248	4.99652	1.35517	-0.482381	lidar	0.117081	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	1.34454	-0.506127	0.117081	6.92615
-26.3933	1.67011	4.94301	1.34311	-0.457194	radar	8.37168	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	1.31923	-0.503383	0.117081	8.37168
-26.3394	1.87619	4.88289	1.31981	-0.458618	lidar	0.453526	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	1.29407	-0.500558	0.453526	8.37168
-26.2707	2.10736	4.88036	1.28997	-0.474585	radar	0.286429	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	1.26904	-0.497655	0.453526	0.286429
-26.2096	2.29544	4.79905	1.26602	-0.475992	lidar	0.857271	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	1.24416	-0.494673	0.857271	0.286429
-26.1468	2.52206	4.78372	1.25552	-0.445055	radar	0.686134	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	1.21942	-0.491613	0.857271	0.686134
-26.0686	2.76543	4.81346	1.23432	-0.443461	lidar	0.109376	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	1.19484	-0.488475	0.109376	0.686134
-25.9729	2.98796	4.83016	1.1897	-0.498573	radar	3.00166	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	1.17042	-0.48526	0.109376	3.00166
-25.8705	3.27173	4.93812	1.16815	-0.493225	lidar	1.45239	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.14615	-0.481969	1.45239	3.00166
-25.7873	3.50247	4.94149	1.1485	-0.489959	radar	2.1244	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	1.12206	-0.478601	1.45239	2.1244
-25.6819	3.70032	4.89787	1.12005	-0.495049	lidar	0.276303	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	1.09813	-0.475158	0.276303	2.1244
-25.5652	3.90744	4.88514	1.08834	-0.507746	radar	1.14744	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.07437	-0.47164	0.276303	1.14744
-25.4994	4.08221	4.79255	1.07381	-0.497653	lidar	3.78087	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	1.05079	-0.468047	3.78087	1.14744
-25.3764	4.28288	4.78422	1.04397	-0.505916	radar	0.603116	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	1.02738	-0.46438	3.78087	0.603116
-25.2157	4.50359	4.8319	1.00868	-0.515937	lidar	2.04908	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.00417	-0.46064	2.04908	0.603116
-25.0657	4.69926	4.81446	0.985468	-0.495236	radar	8.96805	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	0.981133	-0.456828	2.04908	8.96805
-24.9477	4.89235	4.7939	0.965204	-0.490731	lidar	0.421194	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.958291	-0.452943	0.421194	8.96805
-24.7917	5.0827	4.79591	0.935087	-0.49495	radar	2.31561	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	0.935644	-0.448987	0.421194	2.31561
-24.6225	5.29974	4.85449	0.908146	-0.495991	lidar	0.939787	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.913195	-0.444959	0.939787	2.31561
-24.4503	5.47773	4.87414	0.863283	-0.537373	radar	0.898848	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.890947	-0.440862	0.939787	0.898848
-24.2627	5.65026	4.87944	0.825637	-0.549207	lidar	1.2179	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.868904	-0.436695	1.2179	0.898848
-24.0975	5.81028	4.86605	0.788622	-0.571196	radar	3.15192	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	0.847069	-0.432459	1.2179	3.15192
-23.9233	5.96983	4.85091	0.757131	-0.574899	lidar	0.0454054	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.825446	-0.428154	0.0454054	3.15192
-23.7811	6.15485	4.7827	0.769045	-0.486382	radar	4.77594	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	0.804038	-0.423782	0.0454054	4.77594
-23.6146	6.30973	4.76288	0.744035	-0.48776	lidar	0.080375	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.782849	-0.419343	0.080375	4.77594
-23.4665	6.48236	4.72906	0.741375	-0.446611	radar	1.73204	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.761882	-0.414838	0.080375	1.73204
-23.2391	6.71355	4.88111	0.727618	-0.432727	lidar	4.32106	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	0.74114	-0.410268	4.32106	1.73204
-23.044	6.85427	4.85496	0.701331	-0.430691	radar	5.52779	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	0.720627	-0.405632	4.32106	5.52779
-22.8298	7.0297	4.91118	0.679333	-0.429847	lidar	0.99755	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	0.700345	-0.400933	0.99755	5.52779
-22.6171	7.16467	4.92411	0.641689	-0.457501	radar	1.57796	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	0.680299	-0.39617	0.99755	1.57796
-22.433	7.30846	4.90662	0.621911	-0.454455	lidar	0.302151	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.66049	-0.391345	0.302151	1.57796
-22.2022	7.43634	4.97266	0.571008	-0.514926	radar	2.53733	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	0.640923	-0.386458	0.302151	2.53733
-22.0207	7.5987	4.97753	0.562226	-0.495809	lidar	2.1118	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	0.6216	-0.381509	2.1118	2.53733
-21.8364	7.77202	4.95327	0.572778	-0.430566	radar	5.72442	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	0.602525	-0.376501	2.1118	5.72442
-21.6291	7.91407	4.96289	0.555214	-0.425846	lidar	0.0576725	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.583699	-0.371433	0.0576725	5.72442
-21.4387	8.04875	4.93059	0.545161	-0.405614	radar	1.61762	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	0.565128	-0.366307	0.0576725	1.61762
-21.217	8.07752	4.83123	0.487991	-0.449557	lidar	4.55921	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	0.546812	-0.361122	4.55921	1.61762
-21.026	8.23231	4.78637	0.504914	-0.371735	radar	6.07538	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	0.528756	-0.355881	4.55921	6.07538
-20.8486	8.3853	4.7884	0.507103	-0.347925	lidar	3.03992	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	0.510962	-0.350583	3.03992	6.07538
-20.6053	8.49718	4.86177	0.471381	-0.387018	radar	4.57889	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	0.493433	-0.34523	3.03992	4.57889
-20.354	8.63846	4.94014	0.458566	-0.377939	lidar	1.32805	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	0.476172	-0.339823	1.32805	4.57889
-20.1558	8.77071	4.89113	0.467419	-0.322724	radar	1.6609	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	0.459181	-0.334362	1.32805	1.6609
-19.9591	8.86968	4.8524	0.451299	-0.323448	lidar	0.586203	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.442462	-0.328848	0.586203	1.6609
-19.7603	8.98865	4.80657	0.455353	-0.281888	radar	1.18481	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.42602	-0.323282	0.586203	1.18481
-19.5403	9.05842	4.77717	0.427185	-0.298432	lidar	0.65456	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.409856	-0.317665	0.65456	1.18481
-19.2982	9.16707	4.83857	0.407437	-0.312427	radar	4.5509	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	0.393973	-0.311998	0.65456	4.5509
-19.0099	9.26143	4.92778	0.382023	-0.322148	lidar	6.06026	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	0.378373	-0.306282	6.06026	4.5509
-18.793	9.34419	4.91095	0.362633	-0.329852	radar	1.69188	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	0.363059	-0.300517	6.06026	1.69188
-18.5364	9.44849	4.96526	0.350139	-0.324307	lidar	0.727665	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.348033	-0.294705	0.727665	1.69188
-18.2698	9.47839	5.01986	0.290825	-0.402267	radar	5.79471	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	0.333298	-0.288846	0.727665	5.79471
-17.973	9.61437	5.1564	0.290995	-0.376332	lidar	3.12991	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	0.318855	-0.282942	3.12991	5.79471
-17.7264	9.71057	5.1328	0.294473	-0.329699	radar	2.8809	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	0.304708	-0.276993	3.12991	2.8809
-17.4498	9.82009	5.20701	0.289933	-0.314411	lidar	0.912111	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.290859	-0.271	0.912111	2.8809
-17.1997	9.90001	5.21738	0.276069	-0.314098	radar	0.416707	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.277309	-0.264964	0.912111	0.416707
-16.9263	10.0243	5.2927	0.280764	-0.289293	lidar	1.04765	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.26406	-0.258887	1.04765	0.416707
-16.669	10.0947	5.29718	0.265215	-0.291067	radar	0.0448002	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.251116	-0.252769	1.04765	0.0448002
-16.4228	10.1981	5.31016	0.265861	-0.273547	lidar	1.14389	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.238478	-0.246611	1.14389	0.0448002
-16.163	10.2697	5.32799	0.250169	-0.281152	radar	0.486513	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.226147	-0.240414	1.14389	0.486513
-15.9339	10.2847	5.24862	0.218655	-0.302197	lidar	0.991698	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.214126	-0.234179	0.991698	0.486513
-15.685	10.3522	5.2289	0.213949	-0.281732	radar	0.269197	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.202417	-0.227907	0.991698	0.269197
-15.4711	10.3357	5.11763	0.174382	-0.31278	lidar	2.00899	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	0.191022	-0.221599	2.00899	0.269197
-15.172	10.3626	5.23415	0.135344	-0.363746	radar	7.66743	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	0.179942	-0.215255	2.00899	7.66743
-14.912	10.4154	5.24765	0.125148	-0.354164	lidar	0.219046	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.169179	-0.208879	0.219046	7.66743
-14.6703	10.451	5.15182	0.127958	-0.30011	radar	6.5959	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	0.158735	-0.202468	0.219046	6.5959
-14.4325	10.4105	5.08352	0.0838771	-0.335784	lidar	2.18564	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	0.148612	-0.196027	2.18564	6.5959
-14.1726	10.4354	5.0878	0.0714029	-0.326686	radar	0.561923	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.138811	-0.189554	2.18564	0.561923
-13.8599	10.594	5.25161	0.114246	-0.252522	lidar	7.72823	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	0.129333	-0.183051	7.72823	0.561923
-13.6034	10.6589	5.2141	0.131608	-0.19276	radar	1.9601	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.120181	-0.176519	7.72823	1.9601
-13.3577	10.6532	5.17498	0.105839	-0.212474	lidar	0.632075	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.111355	-0.169959	0.632075	1.9601
-13.0939	10.6789	5.1928	0.0928332	-0.218669	radar	0.218963	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.102857	-0.163373	0.632075	0.218963
-12.8378	10.7745	5.22441	0.112296	-0.182546	lidar	3.88971	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	0.0946879	-0.156761	3.88971	0.218963
-12.5708	10.8276	5.23663	0.117303	-0.159436	radar	1.3051	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	0.0868499	-0.150124	3.88971	1.3051
-12.3421	10.7882	5.15389	0.0810489	-0.193159	lidar	2.05383	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.0793437	-0.143463	2.05383	1.3051
-12.085	10.826	5.14088	0.0854829	-0.165526	radar	0.521175	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.0721706	-0.136779	2.05383	0.521175
-11.8383	10.8906	5.1464	0.0951832	-0.144532	lidar	2.0132	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.0653316	-0.130074	2.0132	0.521175
