px_est	py_est	v_est	yaw_ang_est	yaw_rate_est	sensor_type	NIS	px_meas	py_meas	px_gt	py_gt	vx_gt	vy_gt	yaw_ang_gt	yaw_rate_gt	NIS_laser	NIS_radar
8.17409	20.5447	4.85205	3.46676	0.487207	radar	0.11995	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	3.44106	0.448987	2.86285	0.11995
7.92968	20.4656	4.87803	3.48859	0.483732	lidar	0.12549	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	3.46351	0.444959	0.12549	0.11995
7.71393	20.3787	4.88622	3.52374	0.511271	radar	3.50263	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.48576	0.440862	0.12549	3.50263
7.39474	20.3235	5.03281	3.51921	0.473456	lidar	3.26396	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.5078	0.436695	3.26396	3.50263
7.16009	20.2279	5.02898	3.54042	0.466735	radar	0.216718	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	3.52963	0.432459	3.26396	0.216718
6.89338	20.1454	5.08369	3.55068	0.450577	lidar	0.500358	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	3.55126	0.428154	0.500358	0.216718
6.66587	20.0547	5.06222	3.56595	0.437176	radar	0.495582	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	3.57266	0.423782	0.500358	0.495582
6.41888	19.963	5.08612	3.579	0.42664	lidar	0.209725	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	3.59385	0.419343	0.209725	0.495582
6.2009	19.8697	5.06445	3.59687	0.424338	radar	2.89636	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	3.61482	0.414838	0.209725	2.89636
5.93715	19.7761	5.11765	3.6033	0.406371	lidar	0.563639	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	3.63556	0.410268	0.563639	2.89636
5.70368	19.6303	5.17275	3.64332	0.445607	radar	1.89452	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	3.65608	0.405632	0.563639	1.89452
5.53759	19.5046	5.07798	3.67768	0.461409	lidar	1.67339	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	3.67636	0.400933	1.67339	1.89452
5.33623	19.3554	5.06903	3.71213	0.478014	radar	1.79606	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	3.6964	0.39617	1.67339	1.79606
5.12639	19.2528	5.04813	3.72358	0.464187	lidar	1.94393	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	3.71621	0.391345	1.94393	1.79606
4.93809	19.1413	4.96682	3.73367	0.436558	radar	4.70318	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	3.73578	0.386458	1.94393	4.70318
4.7826	18.9893	4.89841	3.7716	0.457098	lidar	0.769937	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	3.7551	0.381509	0.769937	4.70318
4.57235	18.839	4.94611	3.79728	0.468521	radar	1.49455	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	3.77418	0.376501	0.769937	1.49455
4.39847	18.7069	4.90304	3.81912	0.467792	lidar	1.11454	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	3.793	0.371433	1.11454	1.49455
4.22038	18.5647	4.84424	3.83414	0.446831	radar	1.30172	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	3.81158	0.366307	1.11454	1.30172
4.10257	18.4095	4.74694	3.87551	0.472196	lidar	1.84509	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	3.82989	0.361122	1.84509	1.30172
3.91629	18.236	4.86022	3.91543	0.517255	radar	7.20413	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	3.84795	0.355881	1.84509	7.20413
3.65041	18.095	4.96791	3.90137	0.466036	lidar	2.75565	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	3.86574	0.350583	2.75565	7.20413
3.49111	17.9452	4.8775	3.91418	0.439879	radar	3.43454	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.88327	0.34523	2.75565	3.43454
3.25824	17.7784	4.95516	3.91464	0.411829	lidar	1.1732	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	3.90053	0.339823	1.1732	3.43454
3.07628	17.594	5.01927	3.94554	0.438881	radar	2.31864	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	3.91752	0.334362	1.1732	2.31864
2.89942	17.4765	4.97039	3.94586	0.414248	lidar	6.1605	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	3.93424	0.328848	6.1605	2.31864
2.75669	17.259	5.02814	3.99939	0.472932	radar	2.97911	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.95068	0.323282	6.1605	2.97911
2.58068	17.072	5.042	4.01677	0.465113	lidar	0.05856	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	3.96685	0.317665	0.05856	2.97911
2.41806	16.9074	4.94653	4.01822	0.420072	radar	2.22119	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	3.98273	0.311998	0.05856	2.22119
2.25456	16.7354	4.93743	4.03103	0.410479	lidar	0.511733	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	3.99833	0.306282	0.511733	2.22119
2.07855	16.5401	4.9261	4.03689	0.380669	radar	4.91383	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.01365	0.300517	0.511733	4.91383
1.92333	16.3096	4.96663	4.06505	0.390703	lidar	2.24641	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	4.02867	0.294705	2.24641	4.91383
1.76774	16.1342	4.91094	4.06845	0.360611	radar	0.940014	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	4.04341	0.288846	2.24641	0.940014
1.5592	15.9666	4.95476	4.05429	0.320707	lidar	1.65088	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	4.05785	0.282942	1.65088	0.940014
1.43151	15.734	5.02559	4.09924	0.372835	radar	2.15446	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	4.07199	0.276993	1.65088	2.15446
1.25714	15.5152	5.07542	4.10864	0.360621	lidar	0.724211	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	4.08584	0.271	0.724211	2.15446
1.09866	15.3228	5.05788	4.11288	0.339194	radar	0.948739	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	4.09939	0.264964	0.724211	0.948739
0.882311	15.1033	5.15374	4.10226	0.303807	lidar	2.11796	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	4.11264	0.258887	2.11796	0.948739
0.735492	14.9241	5.0735	4.10083	0.270986	radar	2.45059	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	4.12559	0.252769	2.11796	2.45059
0.640221	14.7105	5.02441	4.13509	0.296871	lidar	0.632788	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	4.13823	0.246611	0.632788	2.45059
0.526908	14.4681	5.08318	4.17436	0.339457	radar	1.86198	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	4.15056	0.240414	0.632788	1.86198
0.351109	14.245	5.13965	4.1731	0.316285	lidar	0.716881	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	4.16258	0.234179	0.716881	1.86198
0.224745	13.9912	5.24951	4.2102	0.361741	radar	2.85619	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	4.17429	0.227907	0.716881	2.85619
0.222069	13.7429	5.14185	4.282	0.429357	lidar	3.97073	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	4.18568	0.221599	3.97073	2.85619
0.116512	13.4996	5.19442	4.30969	0.444794	radar	0.829478	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	4.19676	0.215255	3.97073	0.829478
-0.0534108	13.2668	5.25373	4.30028	0.404043	lidar	1.28542	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	4.20752	0.208879	1.28542	0.829478
-0.172062	13.0499	5.18495	4.30225	0.37047	radar	1.25672	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	4.21797	0.202468	1.28542	1.25672
-0.165582	12.8261	5.07074	4.36532	0.42909	lidar	3.55457	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	4.22809	0.196027	3.55457	1.25672
-0.282558	12.6019	5.01254	4.36258	0.386773	radar	3.43859	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	4.23789	0.189554	3.55457	3.43859
-0.403756	12.3667	5.04232	4.36482	0.364407	lidar	0.356881	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	4.24737	0.183051	0.356881	3.43859
-0.526927	12.159	4.99871	4.35598	0.32353	radar	3.68865	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	4.25652	0.176519	0.356881	3.68865
-0.602887	11.9416	4.96939	4.37383	0.32635	lidar	0.518031	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	4.26535	0.169959	0.518031	3.68865
-0.729779	11.7133	4.97589	4.36513	0.290169	radar	2.72116	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	4.27385	0.163373	0.518031	2.72116
-0.933409	11.4681	5.08034	4.32476	0.218655	lidar	4.06037	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.28201	0.156761	4.06037	2.72116
-1.03771	11.2437	5.01224	4.31992	0.184304	radar	2.5574	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	4.28985	0.150124	4.06037	2.5574
-1.2183	11.0165	5.07373	4.28879	0.1331	lidar	2.05506	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	4.29736	0.143463	2.05506	2.5574
-1.29633	10.7691	5.13052	4.31997	0.179112	radar	1.56529	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	4.30453	0.136779	2.05506	1.56529
-1.42728	10.5144	5.18214	4.31605	0.162636	lidar	0.791625	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	4.31137	0.130074	0.791625	1.56529
-1.51674	10.2498	5.24888	4.33948	0.192351	radar	1.43487	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	4.31787	0.123349	0.791625	1.43487
-1.61114	10.0409	5.20159	4.34437	0.187269	lidar	2.02821	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	4.32404	0.116604	2.02821	1.43487
-1.69959	9.81171	5.16257	4.35069	0.17912	radar	0.537069	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	4.32987	0.10984	2.02821	0.537069
-1.77029	9.59321	5.11511	4.36546	0.186929	lidar	0.856133	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	4.33536	0.10306	0.856133	0.537069
-1.88394	9.33892	5.19281	4.37011	0.190061	radar	2.49101	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	4.34052	0.0962627	0.856133	2.49101
-1.96627	9.04466	5.25692	4.38738	0.198636	lidar	3.99108	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.34533	0.0894504	3.99108	2.49101
-2.05125	8.82338	5.18391	4.38628	0.175032	radar	1.88908	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	4.3498	0.0826241	3.99108	1.88908
-2.1472	8.57117	5.20469	4.38957	0.167949	lidar	0.106439	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	4.35393	0.0757847	0.106439	1.88908
-2.27989	8.31481	5.25763	4.37543	0.138212	radar	2.67292	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	4.35772	0.0689333	0.106439	2.67292
-2.32061	8.08416	5.19571	4.40071	0.161821	lidar	0.933033	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	4.36117	0.062071	0.933033	2.67292
-2.37963	7.87379	5.11561	4.41118	0.161943	radar	5.52857	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.36427	0.0551989	0.933033	5.52857
-2.49567	7.6213	5.16152	4.40181	0.139754	lidar	0.660343	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	4.36703	0.0483182	0.660343	5.52857
-2.66233	7.38537	5.1646	4.35547	0.0531015	radar	5.34448	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.36945	0.0414297	0.660343	5.34448
-2.76735	7.12941	5.19761	4.35292	0.0462933	lidar	0.296063	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	4.37152	0.0345348	0.296063	5.34448
-2.82473	6.89575	5.17998	4.37643	0.0841086	radar	1.79282	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	4.37325	0.0276344	0.296063	1.79282
-2.86079	6.69235	5.07714	4.39743	0.105203	lidar	2.53151	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	4.37463	0.0207296	2.53151	1.79282
-2.92014	6.47412	4.98018	4.39628	0.0784291	radar	3.80172	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.37567	0.0138215	2.53151	3.80172
-2.97407	6.2395	4.95644	4.40993	0.0903222	lidar	0.306919	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	4.37636	0.00691132	0.306919	3.80172
-3.09455	5.9897	5.0293	4.39815	0.0745997	radar	3.5476	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	4.3767	-1.76894e-016	0.306919	3.5476
-3.18076	5.71316	5.09315	4.40162	0.0735515	lidar	1.77777	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	4.3767	-0.00691132	1.77777	3.5476
-3.29137	5.46555	5.09509	4.37912	0.021909	radar	2.15327	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	4.37636	-0.0138215	1.77777	2.15327
-3.391	5.20248	5.14469	4.37544	0.0158437	lidar	0.616703	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	4.37567	-0.0207296	0.616703	2.15327
-3.45658	4.95692	5.14611	4.39116	0.0440433	radar	0.295813	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	4.37463	-0.0276344	0.616703	0.295813
-3.57591	4.67448	5.24322	4.38155	0.030118	lidar	2.11967	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	4.37325	-0.0345348	2.11967	0.295813
-3.68627	4.42073	5.25112	4.36014	-0.0185626	radar	2.07178	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	4.37152	-0.0414297	2.11967	2.07178
-3.82394	4.14562	5.34454	4.34401	-0.0354231	lidar	2.34826	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	4.36945	-0.0483182	2.34826	2.07178
-3.90093	3.90604	5.32316	4.35884	0.000610045	radar	1.33358	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	4.36703	-0.0551989	2.34826	1.33358
-3.97102	3.67631	5.2678	4.36457	0.00607944	lidar	0.772073	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	4.36427	-0.062071	0.772073	1.33358
-4.06948	3.47461	5.18787	4.34642	-0.0329355	radar	4.10929	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.36117	-0.0689333	0.772073	4.10929
-4.1608	3.23042	5.18992	4.34564	-0.0319661	lidar	0.0110159	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	4.35772	-0.0757847	0.0110159	4.10929
-4.27728	2.97422	5.23286	4.33003	-0.0605075	radar	0.676189	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	4.35393	-0.0826241	0.0110159	0.676189
-4.36889	2.69818	5.28519	4.33374	-0.0517862	lidar	1.29232	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	4.3498	-0.0894504	1.29232	0.676189
-4.45428	2.4491	5.2803	4.34103	-0.0316965	radar	0.233134	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	4.34533	-0.0962627	1.29232	0.233134
-4.56022	2.18198	5.32885	4.33963	-0.029743	lidar	0.589235	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	4.34052	-0.10306	0.589235	0.233134
-4.66919	1.95252	5.30981	4.31287	-0.0922616	radar	3.934	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.33536	-0.10984	0.589235	3.934
-4.78694	1.67539	5.38412	4.30982	-0.0871928	lidar	1.43421	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	4.32987	-0.116604	1.43421	3.934
-4.91036	1.42561	5.41095	4.29308	-0.113777	radar	0.384055	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	4.32404	-0.123349	1.43421	0.384055
-4.96845	1.19637	5.32851	4.29918	-0.105154	lidar	5.15141	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.31787	-0.130074	5.15141	0.384055
-5.06191	0.983757	5.25201	4.29675	-0.0964236	radar	1.19158	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	4.31137	-0.136779	5.15141	1.19158
-5.12177	0.7553	5.18865	4.30267	-0.0880003	lidar	3.97187	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	4.30453	-0.143463	3.97187	1.19158
-5.21713	0.455185	5.30553	4.30991	-0.077271	radar	5.29278	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	4.29736	-0.150124	3.97187	5.29278
-5.29153	0.216718	5.27034	4.31337	-0.0707629	lidar	1.56698	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	4.28985	-0.156761	1.56698	5.29278
-5.40046	-0.0166079	5.23668	4.3172	-0.0425497	radar	5.8871	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	4.28201	-0.163373	1.56698	5.8871
-5.47065	-0.253093	5.20354	4.32284	-0.0351558	lidar	1.61177	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	4.27385	-0.169959	1.61177	5.8871
-5.59093	-0.428668	5.11114	4.29455	-0.079366	radar	3.67263	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.26535	-0.176519	1.61177	3.67263
-5.72697	-0.60883	5.04033	4.2672	-0.111815	lidar	2.45876	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	4.25652	-0.183051	2.45876	3.67263
-5.84286	-0.837738	5.09517	4.24432	-0.15912	radar	5.40289	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.24737	-0.189554	2.45876	5.40289
-5.93862	-1.11219	5.16363	4.2556	-0.131314	lidar	1.63392	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	4.23789	-0.196027	1.63392	5.40289
-6.02714	-1.3845	5.21759	4.26836	-0.104702	radar	2.89961	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	4.22809	-0.202468	1.63392	2.89961
-6.16619	-1.59018	5.18559	4.24626	-0.127865	lidar	1.02537	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	4.21797	-0.208879	1.02537	2.89961
-6.31104	-1.82907	5.288	4.21498	-0.187605	radar	3.78721	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.20752	-0.215255	1.02537	3.78721
-6.41776	-2.08208	5.3101	4.21851	-0.169817	lidar	0.523655	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	4.19676	-0.221599	0.523655	3.78721
-6.56913	-2.2819	5.25779	4.19491	-0.186475	radar	3.08347	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	4.18568	-0.227907	0.523655	3.08347
-6.71966	-2.49029	5.23955	4.17323	-0.203471	lidar	0.428507	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	4.17429	-0.234179	0.428507	3.08347
-6.87608	-2.70155	5.2404	4.15082	-0.221917	radar	1.03748	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	4.16258	-0.240414	0.428507	1.03748
-6.96722	-2.97662	5.29174	4.17319	-0.175535	lidar	2.58976	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	4.15056	-0.246611	2.58976	1.03748
-7.09542	-3.19999	5.25595	4.17066	-0.160745	radar	0.326146	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	4.13823	-0.252769	2.58976	0.326146
-7.2203	-3.39204	5.19964	4.15611	-0.171641	lidar	1.39459	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	4.12559	-0.258887	1.39459	0.326146
-7.36593	-3.64298	5.24681	4.15543	-0.158199	radar	4.45638	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.11264	-0.264964	1.39459	4.45638
-7.52668	-3.77314	5.12658	4.11074	-0.211281	lidar	4.71861	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.09939	-0.271	4.71861	4.45638
-7.6721	-3.98132	5.13908	4.09764	-0.217943	radar	0.45921	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	4.08584	-0.276993	4.71861	0.45921
-7.82535	-4.21323	5.17462	4.0928	-0.2087	lidar	0.550156	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	4.07199	-0.282942	0.550156	0.45921
-7.97643	-4.43183	5.18121	4.086	-0.202363	radar	0.408166	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	4.05785	-0.288846	0.550156	0.408166
-8.13669	-4.67399	5.23239	4.08426	-0.189676	lidar	1.24461	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	4.04341	-0.294705	1.24461	0.408166
-8.27497	-4.87553	5.13281	4.08555	-0.163181	radar	2.42557	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	4.02867	-0.300517	1.24461	2.42557
-8.40546	-5.09574	5.13524	4.08903	-0.147583	lidar	0.291754	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	4.01365	-0.306282	0.291754	2.42557
-8.5525	-5.25817	5.02034	4.07305	-0.152211	radar	3.64384	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.99833	-0.311998	0.291754	3.64384
-8.74239	-5.45683	5.04771	4.05069	-0.171218	lidar	1.78341	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	3.98273	-0.317665	1.78341	3.64384
-8.90204	-5.65292	5.03711	4.0409	-0.171378	radar	0.275802	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	3.96685	-0.323282	1.78341	0.275802
-9.05776	-5.83901	5.02297	4.02938	-0.175584	lidar	0.101918	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	3.95068	-0.328848	0.101918	0.275802
-9.19708	-5.99119	4.9069	4.017	-0.175995	radar	5.76373	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	3.93424	-0.334362	0.101918	5.76373
-9.3756	-6.08806	4.81079	3.96924	-0.229338	lidar	4.31038	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	3.91752	-0.339823	4.31038	5.76373
-9.55267	-6.2699	4.83698	3.95452	-0.233968	radar	0.999889	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	3.90053	-0.34523	4.31038	0.999889
-9.68911	-6.48354	4.85777	3.9678	-0.200648	lidar	0.655486	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	3.88327	-0.350583	0.655486	0.999889
-9.91473	-6.64215	4.9439	3.92587	-0.247341	radar	7.14794	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	3.86574	-0.355881	0.655486	7.14794
-10.1178	-6.8083	4.9602	3.90115	-0.263244	lidar	0.658117	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	3.84795	-0.361122	0.658117	7.14794
-10.3043	-6.96895	4.98351	3.88157	-0.273578	radar	0.959971	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	3.82989	-0.366307	0.658117	0.959971
-10.5341	-7.15312	5.04554	3.85895	-0.284057	lidar	3.71787	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.81158	-0.371433	3.71787	0.959971
-10.7419	-7.29211	5.04869	3.82875	-0.306057	radar	1.77513	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	3.793	-0.376501	3.71787	1.77513
-10.9888	-7.45667	5.10608	3.79864	-0.324273	lidar	3.54371	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.77418	-0.381509	3.54371	1.77513
-11.1782	-7.5935	5.04453	3.78037	-0.326819	radar	1.27048	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	3.7551	-0.386458	3.54371	1.27048
-11.3243	-7.75201	4.99381	3.78664	-0.2983	lidar	3.16712	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.73578	-0.391345	3.16712	1.27048
-11.5206	-7.87613	4.95322	3.76324	-0.309637	radar	1.72425	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	3.71621	-0.39617	3.16712	1.72425
-11.6992	-7.98071	4.89268	3.73974	-0.321227	lidar	2.89277	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.6964	-0.400933	2.89277	1.72425
-11.8923	-8.09051	4.79379	3.7155	-0.332184	radar	1.54877	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	3.67636	-0.405632	2.89277	1.54877
-12.1062	-8.181	4.775	3.67949	-0.35769	lidar	0.540441	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	3.65608	-0.410268	0.540441	1.54877
-12.3357	-8.30956	4.89814	3.66002	-0.357698	radar	2.82682	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.63556	-0.414838	0.540441	2.82682
-12.5384	-8.3914	4.85589	3.62922	-0.375169	lidar	1.63177	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	3.61482	-0.419343	1.63177	2.82682
-12.7442	-8.4743	4.76685	3.59858	-0.393092	radar	1.53015	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	3.59385	-0.423782	1.63177	1.53015
-13.0229	-8.56528	4.83855	3.55585	-0.421544	lidar	4.20961	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.57266	-0.428154	4.20961	1.53015
-13.2749	-8.66442	4.92312	3.53112	-0.422914	radar	2.78498	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	3.55126	-0.432459	4.20961	2.78498
-13.4953	-8.71265	4.88657	3.49271	-0.445867	lidar	1.6795	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	3.52963	-0.436695	1.6795	2.78498
-13.7113	-8.74904	4.77257	3.44803	-0.481392	radar	3.47123	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.5078	-0.440862	1.6795	3.47123
-13.9345	-8.86582	4.79085	3.44724	-0.451151	lidar	1.13921	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	3.48576	-0.444959	1.13921	3.47123
-14.1897	-8.95686	4.92177	3.4359	-0.427886	radar	2.97334	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	3.46351	-0.448987	1.13921	2.97334
-14.4108	-9.07515	4.92261	3.44107	-0.393902	lidar	0.810494	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	3.44106	-0.452943	0.810494	2.97334
